Fecha,Gasto/Ingreso/Ahorro,Categoria,Subcategoria,Descripcion,Monto,,,Banco,Ubicación,Balance,Activos,,Categoria,Valor,,,,
14/5/2026,Gasto,TC,Personal,Comida," $  48,000.00 ",,,,,,,,,,,,,
14/5/2026,Gasto,TC,Personal,Comida," $  14,700.00 ",,,,,,,,,,,,,
14/5/2026,Gasto,TC,Personal,Comida," $  27,600.00 ",,,,,,,,,,,,,
14/5/2026,Gasto,TC,Personal,Gemini," $  19,900.00 ",,,,,,,,,,,,,
16/5/2026,Gasto,TC,Personal,Oblea," $  21,500.00 ",,,,,,,,,,,,,
17/5/2026,Gasto,TC,Personal,Alcohol," $  45,600.00 ",,,,,,,,,,,,,
17/5/2026,Gasto,TC,Moto,Tanqueada," $  36,976.00 ",,,,,,,,,,,,,
17/5/2026,Gasto,TC,Moto,Impuesto," $  197,700.00 ",,,,,,,,,,,,,
17/5/2026,Gasto,TC,Personal,Comida," $  44,900.00 ",,,,,,,,,,,,,
18/5/2026,Ingreso,Ahorro Lulo,Liquidez,Madre," $  55,000.00 ",,,,,,,,,,,,,
18/5/2026,Gasto,Personal,Favor,Madre," $  53,900.00 ",,,,,,,,,,,,,
20/5/2026,Ingreso,Ahorro Lulo,Liquidez,Cesantias," $  610,369.68 ",,,,,,,,,,,,,
20/5/2026,Gasto,TC,Personal,Comida," $  18,200.00 ",,,,,,,,,,,,,
21/5/2026,Gasto,Personal,Comida,McDonalds," $  82,450.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Comida,Reunion," $  54,000.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Servicios,Internet," $  111,670.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Comida,Laura," $  74,100.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Comida,Laura," $  7,100.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Comida,Laura," $  12,000.00 ",,,,,,,,,,,,,
22/5/2026,Gasto,Personal,Comida,Panadería ," $  12,500.00 ",,,,,,,,,,,,,
23/5/2026,Gasto,Personal,Comida,Restaurante," $  30,000.00 ",,,,,,,,,,,,,
23/5/2026,Gasto,TC,Personal,Shampoo," $  35,900.00 ",,,,,,,,,,,,,
23/5/2026,Gasto,TC,Personal,Comida," $  68,000.00 ",,,,,,,,,,,,,
23/5/2026,Gasto,TC,Moto,Parqueadero," $  12,000.00 ",,,,,,,,,,,,,
23/5/2026,Gasto,TC,Laura,Regalo," $  334,950.00 ",,,,,,,,,,,,,
25/5/2026,Gasto,TC,Personal,Casa," $  29,550.00 ",,,,,,,,,,,,,
25/5/2026,Gasto,TC,Personal,Casa," $  11,500.00 ",,,,,,,,,,,,,
26/5/2026,Ahorro,Ahorro Lulo,Bolsillo,Cesantias," $  6,880,000.00 ",,,,,,,,,,,,,
26/5/2026,Gasto,TC,Personal,Silla," $  699,901.00 ",,,,,,,,,,,,,
26/5/2026,Gasto,TC,Personal,Luces," $  37,850.00 ",,,,,,,,,,,,,
26/5/2026,Gasto,TC,Personal,Luces," $  37,790.00 ",,,,,,,,,,,,,
27/5/2026,Gasto,Personal,No idea,No idea," $  71,000.00 ",,,,,,,,,,,,,
28/5/2026,Inversion,Ahorro Lulo,LuloX,USDC," $  200,000.00 ",,,,,,,,,,,,,
31/5/2026,Gasto,Personal,Madre,Servicios," $  9,450.00 ",,,,,,,,,,,,,
31/5/2026,Gasto,Personal,Madre,Servicios," $  63,620.00 ",,,,,,,,,,,,,
31/5/2026,Gasto,Personal,Madre,Servicios," $  112,390.00 ",,,,,,,,,,,,,
31/5/2026,Gasto,Personal,Madre,Servicios," $  12,030.00 ",,,,,,,,,,,,,
31/5/2026,Gasto,TC,Educacion,Platzi," $  199,975.00 ",,,,,,,,,,,,,
1/6/2026,Ingreso,Ahorro Lulo,Liquidez,Interes, $  37.16 ,,,,,,,,,,,,,
1/6/2026,Ingreso,Ahorro Lulo,Liquidez,Madre," $  50,000.00 ",,,,,,,,,,,,,
1/6/2026,Gasto,TC,Madre,Favor," $  65,530.00 ",,,,,,,,,,,,,
2/6/2026,Ingreso,Ahorro Lulo,Liquidez,Salario," $  2,965,200.00 ",,,,,,,,,,,,,
2/6/2026,Ingreso,Ahorro Lulo,Liquidez,Indemnizacion," $  100,000.00 ",,,,,,,,,,,,,
2/6/2026,Gasto,Personal,No idea,No idea," $  50,000.00 ",,,,,,,,,,,,,
2/6/2026,Gasto,TC,Lui,Regalo," $  59,000.00 ",,,,,,,,,,,,,
4/6/2026,Gasto,TC,No idea,No Idea," $  35,000.00 ",,,,,,,,,,,,,
5/6/2026,Gasto,Personal,Servicios ,Tigo," $  53,900.00 ",,,,,,,,,,,,,
5/6/2026,Gasto,Personal,Laura,Cumpleaños," $  65,000.00 ",,,,,,,,,,,,,
5/6/2026,Ingreso,Personal,Laura,Favor," $  60,000.00 ",,,,,,,,,,,,,
5/6/2026,Gasto,Personal,Laura,Favor," $  40,000.00 ",,,,,,,,,,,,,
5/6/2026,Gasto,TC,Suscripción ,Spotify ," $  18,500.00 ",,,,,,,,,,,,,
5/6/2026,Gasto,TC,Regalo,Laura," $  255,000.00 ",,,,,,,,,,,,,
6/6/2026,Gasto,Deuda,Pago,TC," $  2,553,136.81 ",,,,,,,,,,,,,
6/6/2026,Gasto,TC,Personal,Gemini," $  39,500.00 ",,,,,,,,,,,,,
7/6/2026,Gasto,TC,Personal,Salud," $  51,804.00 ",,,,,,,,,,,,,
7/6/2026,Gasto,TC,Personal,Salud," $  23,175.00 ",,,,,,,,,,,,,
7/6/2026,Gasto,TC,Personal,Comida," $  72,050.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,TC,Personal,Comida," $  22,900.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,TC,Personal,Comida," $  85,000.00 ",,,,,,,,,,,,,
11/6/2026,Gasto,TC,Moto,Mantenimiento," $  148,000.00 ",,,,,,,,,,,,,
12/6/2026,Gasto,TC,Moto,Tanqueada," $  22,453.00 ",,,,,,,,,,,,,
13/6/2026,Gasto,TC,Personal,Vacaciones," $  58,910.00 ",,,,,,,,,,,,,
6/6/2026,Gasto,Personal,Fulvo,Cancha," $  18,000.00 ",,,,,,,,,,,,,
6/6/2026,Gasto,Personal,Deuda,Apartamento," $  653,006.00 ",,,,,,,,,,,,,
7/6/2026,Ingreso,Ahorro Lulo,Liquidez,Madre," $  100,000.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,Personal,Favor,Madre," $  8,590.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,Personal,Favor,Madre," $  38,070.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,Personal,Favor,Laura," $  70,000.00 ",,,,,,,,,,,,,
9/6/2026,Ingreso,Personal,Favor,Madre," $  70,000.00 ",,,,,,,,,,,,,
9/6/2026,Gasto,Personal,Terapia,Terapia," $  38,000.00 ",,,,,,,,,,,,,
9/6/2026,Ingreso,Ahorro Lulo,Liquidez,Cashback," $  18,393.91 ",,,,,,,,,,,,,
11/6/2026,Gasto,Personal,Comida,Laura," $  15,000.00 ",,,,,,,,,,,,,
11/6/2026,Gasto,Personal,Moto,Casco," $  580,000.00 ",,,,,,,,,,,,,
11/6/2026,Ingreso,Personal,Moto,Laura," $  50,000.00 ",,,,,,,,,,,,,
11/6/2026,Gasto,Personal,Moto,Mantenimiento," $  120,000.00 ",,,,,,,,,,,,,
11/6/2026,Gasto,Personal,Moto,Mantenimiento," $  61,000.00 ",,,,,,,,,,,,,
11/6/2026,Gasto,Personal,Comida,Laura," $  9,900.00 ",,,,,,,,,,,,,
15/6/2026,Gasto,Personal,Corte de pelo,Corte," $  31,000.00 ",,,,,,,,,,,,,
15/6/2026,Gasto,Personal,Vacaciones,Comida," $  87,600.00 ",,,,,,,,,,,,,
15/6/2026,Gasto,Personal,Vacaciones,Comida," $  15,000.00 ",,,,,,,,,,,,,
15/6/2026,Gasto,Personal,Comida,Panadería ," $  24,000.00 ",,,,,,,,,,,,,
16/6/2026,Gasto,Personal,Mensualidad,Laura," $  1,500,000.00 ",,,,,,,,,,,,,
17/6/2026,Gasto,Personal,Moto,Parqueadero," $  20,000.00 ",,,,,,,,,,,,,
18/6/2026,Gasto,Personal,Comida,Comida," $  3,400.00 ",,,,,,,,,,,,,
18/6/2026,Gasto,Personal,Comida,Perrote," $  48,500.00 ",,,,,,,,,,,,,
